,sentence_id,token_id,semiotic,before,after
684490,36859,19,SPORT,14/10,fjórtán <sil> tíu
684491,36859,20,PLAIN,fráköst,fráköst
684492,36859,21,SYMB,/,skástrik
684493,36859,22,CARDINAL,5,fimm
684494,36859,23,PLAIN,stoðsendingar,stoðsendingar
684495,36859,24,PUNCT,",",","
684496,36859,25,PLAIN,Kristófer,Kristófer
684497,36859,26,PLAIN,Acox,Acox
684498,36859,27,SPORT,9/13,níu <sil> þrettán
684499,36859,28,PLAIN,fráköst,fráköst
684500,36859,29,PUNCT,",",","
684501,36859,30,PLAIN,Sigurður,Sigurður
684502,36859,31,LETTERS,Á.,Á
684503,36859,32,PLAIN,Þorvaldsson,Þorvaldsson
684504,36859,33,CARDINAL,8,átta
684505,36859,34,PUNCT,",",","
684506,36859,35,PLAIN,Darri,Darri
684507,36859,36,PLAIN,Hilmarsson,Hilmarsson
684508,36859,37,SPORT,7/5,sjö <sil> fimm
684509,36859,38,PLAIN,fráköst,fráköst
684510,36859,39,PUNCT,",",","
684511,36859,40,PLAIN,Pavel,Pavel
684512,36859,41,PLAIN,Ermolinskij,Ermolinskij
684513,36859,42,CARDINAL,5,fimm
684514,36859,43,PUNCT,",",","
684515,36859,44,PLAIN,Þórir,Þórir
684516,36859,45,PLAIN,Guðmundur,Guðmundur
684517,36859,46,PLAIN,Þorbjarnarson,Þorbjarnarson
684518,36859,47,SPORT,4/4,fjögur <sil> fjögur
684519,36859,48,PLAIN,fráköst,fráköst
684520,36859,49,PUNCT,",",","
684521,36859,50,PLAIN,Vilhjálmur,Vilhjálmur
684522,36859,51,PLAIN,Kári,Kári
684523,36859,52,PLAIN,Jensson,Jensson
684524,36859,53,CARDINAL,0,núll
684525,36859,54,PUNCT,",",","
684526,36859,55,PLAIN,Snorri,Snorri
684527,36859,56,PLAIN,Hrafnkelsson,Hrafnkelsson
684528,36859,57,CARDINAL,0,núll
684529,36859,58,PUNCT,",",","
684530,36859,59,PLAIN,Arnór,Arnór
684531,36859,60,PLAIN,Hermannsson,Hermannsson
684532,36859,61,CARDINAL,0,núll
684533,36859,62,PUNCT,",",","
684534,36859,63,PLAIN,Orri,Orri
684535,36859,64,PLAIN,Hilmarsson,Hilmarsson
690145,37167,0,PLAIN,Njarðvík,Njarðvík
690146,37167,1,PUNCT,:,:
690147,37167,2,PLAIN,Lele,Lele
690148,37167,3,PLAIN,Hardy,Hardy
690149,37167,4,SPORT,33/18,þrjátíu og þrjú <sil> átján
690150,37167,5,PLAIN,fráköst,fráköst
690151,37167,6,PUNCT,",",","
690152,37167,7,PLAIN,Shanae,Shanae
690153,37167,8,PLAIN,Baker-Brice,Baker-Brice
690154,37167,9,SPORT,18/11,átján <sil> ellefu
690155,37167,10,PLAIN,fráköst,fráköst
690156,37167,11,PUNCT,",",","
690157,37167,12,PLAIN,Salbjörg,Salbjörg
690158,37167,13,PLAIN,Sævarsdóttir,Sævarsdóttir
690159,37167,14,SPORT,13/6,þrettán <sil> sex
690160,37167,15,PLAIN,fráköst,fráköst
690161,37167,16,PUNCT,",",","
690162,37167,17,PLAIN,Ólöf,Ólöf
690163,37167,18,PLAIN,Helga,Helga
690164,37167,19,PLAIN,Pálsdóttir,Pálsdóttir
690165,37167,20,SPORT,5/6,fimm <sil> sex
690166,37167,21,PLAIN,fráköst,fráköst
690167,37167,22,PUNCT,",",","
690168,37167,23,PLAIN,Petrúnella,Petrúnella
690169,37167,24,PLAIN,Skúladóttir,Skúladóttir
690170,37167,25,CARDINAL,4,fjögur
690171,37167,26,PUNCT,",",","
690172,37167,27,PLAIN,Ína,Ína
690173,37167,28,PLAIN,María,María
690174,37167,29,PLAIN,Einarsdóttir,Einarsdóttir
690175,37167,30,CARDINAL,2,tvö
690176,37167,31,PUNCT,",",","
690177,37167,32,PLAIN,Andrea,Andrea
690178,37167,33,PLAIN,Björt,Björt
690179,37167,34,PLAIN,Ólafsdóttir,Ólafsdóttir
690180,37167,35,CARDINAL,0,núll
690181,37167,36,PUNCT,",",","
690182,37167,37,PLAIN,Ingibjörg,Ingibjörg
690183,37167,38,PLAIN,Elva,Elva
690184,37167,39,PLAIN,Vilbergsdóttir,Vilbergsdóttir
690185,37167,40,SPORT,0/4,núll <sil> fjögur
690186,37167,41,PLAIN,fráköst,fráköst
690187,37167,42,PUNCT,",",","
690188,37167,43,PLAIN,Harpa,Harpa
690189,37167,44,PLAIN,Hallgrímsdóttir,Hallgrímsdóttir
690190,37167,45,SPORT,0/5,núll <sil> fimm
690191,37167,46,PLAIN,fráköst,fráköst
690192,37167,47,PUNCT,",",","
690193,37167,48,PLAIN,Eyrún,Eyrún
690194,37167,49,PLAIN,Líf,Líf
690195,37167,50,PLAIN,Sigurðardóttir,Sigurðardóttir
690196,37167,51,CARDINAL,0,núll
690197,37167,52,PUNCT,",",","
690198,37167,53,PLAIN,Erna,Erna
690199,37167,54,PLAIN,Hákonardóttir,Hákonardóttir
690200,37167,55,CARDINAL,0,núll
690201,37167,56,PUNCT,",",","
690202,37167,57,PLAIN,Ásdís,Ásdís
690203,37167,58,PLAIN,Vala,Vala
690204,37167,59,PLAIN,Freysdóttir,Freysdóttir
690205,37167,60,CARDINAL,0,núll
690206,37167,61,PUNCT,.,.
690924,37210,0,PLAIN,Keflavík,Keflavík
690925,37210,1,PUNCT,:,:
690926,37210,2,PLAIN,Carmen,Carmen
690927,37210,3,PLAIN,Tyson-Thomas,Tyson-Thomas
690928,37210,4,SPORT,33/15,þrjátíu og þrjú <sil> fimmtán
690929,37210,5,PLAIN,fráköst,fráköst
690930,37210,6,PUNCT,",",","
690931,37210,7,PLAIN,Birna,Birna
690932,37210,8,PLAIN,Ingibjörg,Ingibjörg
690933,37210,9,PLAIN,Valgarðsdóttir,Valgarðsdóttir
690934,37210,10,SPORT,13/5,þrettán <sil> fimm
690935,37210,11,PLAIN,fráköst,fráköst
690936,37210,12,PUNCT,",",","
690937,37210,13,PLAIN,Sara,Sara
690938,37210,14,PLAIN,Rún,Rún
690939,37210,15,PLAIN,Hinriksdóttir,Hinriksdóttir
690940,37210,16,SPORT,13/5,þrettán <sil> fimm
690941,37210,17,PLAIN,fráköst,fráköst
690942,37210,18,SYMB,/,skástrik
690943,37210,19,CARDINAL,5,fimm
690944,37210,20,PLAIN,stoðsendingar,stoðsendingar
690945,37210,21,PUNCT,",",","
690946,37210,22,PLAIN,Lovísa,Lovísa
690947,37210,23,PLAIN,Falsdóttir,Falsdóttir
690948,37210,24,CARDINAL,7,sjö
690949,37210,25,PUNCT,",",","
690950,37210,26,PLAIN,Sandra,Sandra
690951,37210,27,PLAIN,Lind,Lind
690952,37210,28,PLAIN,Þrastardóttir,Þrastardóttir
690953,37210,29,SPORT,6/6,sex <sil> sex
690954,37210,30,PLAIN,fráköst,fráköst
690955,37210,31,PUNCT,",",","
690956,37210,32,PLAIN,Ingunn,Ingunn
690957,37210,33,PLAIN,Embla,Embla
690958,37210,34,PLAIN,Kristínardóttir,Kristínardóttir
690959,37210,35,CARDINAL,5,fimm
690960,37210,36,PUNCT,",",","
690961,37210,37,PLAIN,Marín,Marín
690962,37210,38,PLAIN,Laufey,Laufey
690963,37210,39,PLAIN,Davíðsdóttir,Davíðsdóttir
690964,37210,40,SPORT,4/8,fjögur <sil> átta
690965,37210,41,PLAIN,fráköst,fráköst
690966,37210,42,PUNCT,",",","
690967,37210,43,PLAIN,Thelma,Thelma
690968,37210,44,PLAIN,Dís,Dís
690969,37210,45,PLAIN,Ágústsdóttir,Ágústsdóttir
690970,37210,46,SPORT,4/4,fjögur <sil> fjögur
690971,37210,47,PLAIN,fráköst,fráköst
690972,37210,48,PUNCT,",",","
690973,37210,49,PLAIN,Bríet,Bríet
690974,37210,50,PLAIN,Sif,Sif
690975,37210,51,PLAIN,Hinriksdóttir,Hinriksdóttir
690976,37210,52,CARDINAL,3,þrjú
690977,37210,53,PUNCT,",",","
690978,37210,54,PLAIN,Hallveig,Hallveig
690979,37210,55,PLAIN,Jónsdóttir,Jónsdóttir
690980,37210,56,CARDINAL,2,tvö
690981,37210,57,PUNCT,",",","
690982,37210,58,PLAIN,Emelía,Emelía
690983,37210,59,PLAIN,Ósk,Ósk
690984,37210,60,PLAIN,Gunnarsdóttir,Gunnarsdóttir
690985,37210,61,CARDINAL,0,núll
690986,37210,62,PUNCT,",",","
690987,37210,63,PLAIN,Elfa,Elfa
690988,37210,64,PLAIN,Falsdottir,Falsdottir
690989,37210,65,CARDINAL,0,núll
690990,37210,66,PUNCT,.,.
691359,37230,0,PLAIN,Staðan,Staðan
691360,37230,1,SPORT,54-41,fimmtíu og fjögur fjörutíu og eitt
691361,37230,2,PLAIN,í,í
691362,37230,3,PLAIN,hálfleik,hálfleik
691363,37230,4,PUNCT,.,.
691605,37243,0,PLAIN,Hayward,Hayward
691606,37243,1,PLAIN,Fain,Fain
691607,37243,2,PLAIN,var,var
691608,37243,3,PLAIN,ekki,ekki
691609,37243,4,PLAIN,hættur,hættur
691610,37243,5,PLAIN,því,því
691611,37243,6,PLAIN,í,í
691612,37243,7,PLAIN,upphafi,upphafi
691613,37243,8,PLAIN,annars,annars
691614,37243,9,PLAIN,leikhluta,leikhluta
691615,37243,10,PLAIN,setti,setti
691616,37243,11,PLAIN,hann,hann
691617,37243,12,PLAIN,þrist,þrist
691618,37243,13,PLAIN,um,um
691619,37243,14,PLAIN,leið,leið
691620,37243,15,PLAIN,og,og
691621,37243,16,PLAIN,skotklukkan,skotklukkan
691622,37243,17,PLAIN,rann,rann
691623,37243,18,PLAIN,sitt,sitt
691624,37243,19,PLAIN,skeið,skeið
691625,37243,20,PLAIN,og,og
691626,37243,21,PLAIN,Haukar,Haukar
691627,37243,22,PLAIN,leiddu,leiddu
691628,37243,23,SPORT,28-18,tuttugu og átta átján
691629,37243,24,PUNCT,.,.
692676,37307,0,PLAIN,Evrópukeppni,Evrópukeppni
692677,37307,1,PLAIN,félagsliða,félagsliða
692678,37307,2,PLAIN,í,í
692679,37307,3,PLAIN,knattspyrnu,knattspyrnu
692680,37307,4,DATE,1972,nítján hundruð sjötíu og tvö
692681,37307,5,PLAIN,enn,enn
692682,37307,6,PLAIN,tapaði,tapaði
692683,37307,7,PLAIN,þá,þá
692684,37307,8,PLAIN,fyrir,fyrir
692685,37307,9,PLAIN,Glasgow,Glasgow
692686,37307,10,PLAIN,Rangers,Rangers
692687,37307,11,SPORT,2-3,tvö þrjú
692688,37307,12,PUNCT,.,.
693973,37379,0,PLAIN,Allah,Allah
693974,37379,1,PLAIN,hatar,hatar
693975,37379,2,PLAIN,heiðingja,heiðingja
693976,37379,3,PLAIN,og,og
693977,37379,4,PLAIN,segir,segir
693978,37379,5,PLAIN,þá,þá
693979,37379,6,PLAIN,munu,munu
693980,37379,7,PLAIN,dvelja,dvelja
693981,37379,8,PLAIN,að,að
693982,37379,9,PLAIN,eilífu,eilífu
693983,37379,10,PLAIN,í,í
693984,37379,11,PLAIN,Helvíti,Helvíti
693985,37379,12,PUNCT,(,(
693986,37379,13,PLAIN,Kóran,Kóran
693987,37379,14,SPORT,2:257,tvö tvö hundruð fimmtíu og sjö
693988,37379,15,PUNCT,",",","
693989,37379,16,TIME,3:31,þrjú þrjátíu og eitt
693990,37379,17,SYMB,-,til
693991,37379,18,SPORT,32,þrjátíu og tvö
693992,37379,19,PUNCT,",",","
693993,37379,20,SPORT,4:89,fjögur áttatíu og níu
693994,37379,21,PUNCT,",",","
693995,37379,22,TIME,5:51,fimm fimmtíu og eitt
693996,37379,23,PUNCT,",",","
693997,37379,24,SPORT,9:71,níu sjötíu og eitt
693998,37379,25,PUNCT,",",","
693999,37379,26,SPORT,60:4,sextíu fjögur
694000,37379,27,PUNCT,),)
694001,37379,28,PUNCT,.,.
697703,37580,0,PLAIN,Keflavíkurstúlkur,Keflavíkurstúlkur
697704,37580,1,PLAIN,sitja,sitja
697705,37580,2,PLAIN,nú,nú
697706,37580,3,PLAIN,á,á
697707,37580,4,PLAIN,toppi,toppi
697708,37580,5,ORDINAL,1.,fyrstu
697709,37580,6,PLAIN,deildar,deildar
697710,37580,7,PLAIN,kvenna,kvenna
697711,37580,8,PLAIN,í,í
697712,37580,9,PLAIN,knattspyrnu,knattspyrnu
697713,37580,10,PLAIN,eftir,eftir
697714,37580,11,PLAIN,öruggan,öruggan
697715,37580,12,SPORT,4-1,fjögur eitt
697716,37580,13,PLAIN,heimasigur,heimasigur
697717,37580,14,PLAIN,á,á
697718,37580,15,PLAIN,liði,liði
697719,37580,16,PLAIN,Fjarðarbyggðar,Fjarðarbyggðar
697720,37580,17,SYMB,/,skástrik
697721,37580,18,PLAIN,Leiknis,Leiknis
697722,37580,19,PUNCT,.,.
698703,37632,0,PLAIN,Lokastaðan,Lokastaðan
698704,37632,1,PLAIN,var,var
698705,37632,2,PLAIN,því,því
698706,37632,3,SPORT,1:1,eitt eitt
698707,37632,4,PLAIN,jafntefli,jafntefli
698708,37632,5,PUNCT,.,.
698884,37642,0,PLAIN,Staðan,Staðan
698885,37642,1,PLAIN,í,í
698886,37642,2,PLAIN,einvíginu,einvíginu
698887,37642,3,PLAIN,er,er
698888,37642,4,PLAIN,því,því
698889,37642,5,SPORT,2-1,tvö eitt
698890,37642,6,PLAIN,fyrir,fyrir
698891,37642,7,LETTERS,KR,K R
698892,37642,8,PLAIN,og,og
698893,37642,9,PLAIN,fer,fer
698894,37642,10,PLAIN,næsti,næsti
698895,37642,11,PLAIN,leikur,leikur
698896,37642,12,PLAIN,fram,fram
698897,37642,13,PLAIN,á,á
698898,37642,14,PLAIN,mánudaginn,mánudaginn
698899,37642,15,PLAIN,kemur,kemur
698900,37642,16,PLAIN,í,í
698901,37642,17,PLAIN,Toyotahöllinni,Toyotahöllinni
698902,37642,18,PUNCT,.,.
698935,37645,0,PLAIN,Elvar,Elvar
698936,37645,1,PLAIN,Friðriksson,Friðriksson
698937,37645,2,PLAIN,skoraði,skoraði
698938,37645,3,PLAIN,svo,svo
698939,37645,4,PLAIN,síðustu,síðustu
698940,37645,5,CARDINAL,4,fjögur
698941,37645,6,PLAIN,stig,stig
698942,37645,7,PLAIN,Njarðvíkinga,Njarðvíkinga
698943,37645,8,PLAIN,og,og
698944,37645,9,PLAIN,innsiglaði,innsiglaði
698945,37645,10,SPORT,83-81,áttatíu og þrjú áttatíu og eitt
698946,37645,11,PLAIN,sigur,sigur
698947,37645,12,PLAIN,Njarðvíkinga,Njarðvíkinga
698948,37645,13,PUNCT,.,.
700129,37720,0,PLAIN,Lokastaðan,Lokastaðan
700130,37720,1,SPORT,64:74,sextíu og fjögur sjötíu og fjögur
700131,37720,2,PLAIN,þar,þar
700132,37720,3,PLAIN,sem,sem
700133,37720,4,PLAIN,Keflvíkingar,Keflvíkingar
700134,37720,5,PLAIN,gerðu,gerðu
700135,37720,6,PLAIN,nánast,nánast
700136,37720,7,PLAIN,út,út
700137,37720,8,PLAIN,um,um
700138,37720,9,PLAIN,leikinn,leikinn
700139,37720,10,PLAIN,í,í
700140,37720,11,PLAIN,fyrsta,fyrsta
700141,37720,12,PLAIN,leikhluta,leikhluta
700142,37720,13,PUNCT,",",","
700143,37720,14,PLAIN,sem,sem
700144,37720,15,PLAIN,þeir,þeir
700145,37720,16,PLAIN,sigruðu,sigruðu
700146,37720,17,PLAIN,með,með
700147,37720,18,CARDINAL,21,tuttugu og einu
700148,37720,19,PLAIN,stigi,stigi
700149,37720,20,PUNCT,.,.
704818,37967,0,PLAIN,Fjórði,Fjórði
704819,37967,1,PLAIN,leikhluti,leikhluti
704820,37967,2,PLAIN,var,var
704821,37967,3,PLAIN,skemmtilegur,skemmtilegur
704822,37967,4,PLAIN,og,og
704823,37967,5,PLAIN,fjörugur,fjörugur
704824,37967,6,PLAIN,og,og
704825,37967,7,PLAIN,reyndu,reyndu
704826,37967,8,PLAIN,leikmenn,leikmenn
704827,37967,9,PLAIN,Ármanns,Ármanns
704828,37967,10,PLAIN,af,af
704829,37967,11,PLAIN,öllum,öllum
704830,37967,12,PLAIN,krafti,krafti
704831,37967,13,PLAIN,að,að
704832,37967,14,PLAIN,minnka,minnka
704833,37967,15,PLAIN,muninn,muninn
704834,37967,16,PLAIN,og,og
704835,37967,17,PLAIN,komast,komast
704836,37967,18,PLAIN,aftur,aftur
704837,37967,19,PLAIN,inn,inn
704838,37967,20,PLAIN,í,í
704839,37967,21,PLAIN,leikinn,leikinn
704840,37967,22,PLAIN,en,en
704841,37967,23,LETTERS,ÍG,Í G
704842,37967,24,PLAIN,-menn,-menn
704843,37967,25,PLAIN,héldu,héldu
704844,37967,26,PLAIN,þeim,þeim
704845,37967,27,PLAIN,ávallt,ávallt
704846,37967,28,PLAIN,um,um
704847,37967,29,CARDINAL,8,átta
704848,37967,30,SYMB,-,til
704849,37967,31,CARDINAL,12,tólf
704850,37967,32,PLAIN,stigum,stigum
704851,37967,33,PLAIN,frá,frá
704852,37967,34,PLAIN,sér,sér
704853,37967,35,PLAIN,og,og
704854,37967,36,PLAIN,kláruðu,kláruðu
704855,37967,37,PLAIN,leikinn,leikinn
704856,37967,38,PLAIN,með,með
704857,37967,39,PLAIN,öruggum,öruggum
704858,37967,40,PLAIN,sigri,sigri
704859,37967,41,SPORT,83-74,áttatíu og þrjú sjötíu og fjögur
704860,37967,42,PUNCT,.,.
704874,37969,0,PLAIN,Njarðvíkingar,Njarðvíkingar
704875,37969,1,PLAIN,unnu,unnu
704876,37969,2,PLAIN,stórsigur,stórsigur
704877,37969,3,PLAIN,á,á
704878,37969,4,LETTERS,ÍH,Í H
704879,37969,5,SYMB,/,skástrik
704880,37969,6,LETTERS,HV,H V
704881,37969,7,PUNCT,",",","
704882,37969,8,SPORT,4-0,fjögur núll
704883,37969,9,PLAIN,á,á
704884,37969,10,PLAIN,Njarðtaksvellinum,Njarðtaksvellinum
704885,37969,11,PLAIN,og,og
704886,37969,12,PLAIN,Víðir,Víðir
704887,37969,13,PLAIN,lögðu,lögðu
704888,37969,14,LETTERS,KS,K S
704889,37969,15,SYMB,/,skástrik
704890,37969,16,PLAIN,Leiftur,Leiftur
704891,37969,17,PLAIN,á,á
704892,37969,18,PLAIN,Garðsvelli,Garðsvelli
704893,37969,19,PLAIN,á,á
704894,37969,20,PLAIN,meðan,meðan
704895,37969,21,PLAIN,Reynir,Reynir
704896,37969,22,PLAIN,tapaði,tapaði
704897,37969,23,SPORT,3-0,þrjú núll
704898,37969,24,PLAIN,fyrir,fyrir
704899,37969,25,PLAIN,Magna,Magna
704900,37969,26,PLAIN,á,á
704901,37969,27,PLAIN,Grenivík,Grenivík
704902,37969,28,PUNCT,.,.
705224,37985,0,PLAIN,Lokatölur,Lokatölur
705225,37985,1,PLAIN,leiksins,leiksins
705226,37985,2,PLAIN,voru,voru
705227,37985,3,SPORT,74-81,sjötíu og fjögur áttatíu og eitt
705228,37985,4,PLAIN,fyrir,fyrir
705229,37985,5,PLAIN,Keflavík,Keflavík
705230,37985,6,PUNCT,.,.
705712,38016,0,PLAIN,Hart,Hart
705713,38016,1,PLAIN,barist,barist
705714,38016,2,PLAIN,og,og
705715,38016,3,PLAIN,sterkur,sterkur
705716,38016,4,PLAIN,varnarleikur,varnarleikur
705717,38016,5,PLAIN,en,en
705718,38016,6,PLAIN,stigaskorið,stigaskorið
705719,38016,7,PLAIN,nokkuð,nokkuð
705720,38016,8,PLAIN,eðlilegt,eðlilegt
705721,38016,9,PLAIN,og,og
705722,38016,10,PLAIN,Njarðvíkingar,Njarðvíkingar
705723,38016,11,PLAIN,leiddu,leiddu
705724,38016,12,SPORT,32:39,þrjátíu og tvö þrjátíu og níu
705725,38016,13,PLAIN,í,í
705726,38016,14,PLAIN,hálfleik,hálfleik
705727,38016,15,PUNCT,.,.
705813,38020,0,PLAIN,Fjölnir-Njarðvík,Fjölnir-Njarðvík
705814,38020,1,SPORT,63-74,sextíu og þrjú sjötíu og fjögur
709337,38205,0,PLAIN,Keflavíkurkonur,Keflavíkurkonur
709338,38205,1,PLAIN,rúlluðu,rúlluðu
709339,38205,2,PLAIN,yfir,yfir
709340,38205,3,PLAIN,vesturbæjarliðið,vesturbæjarliðið
709341,38205,4,PUNCT,",",","
709342,38205,5,SPORT,92-49,níutíu og tvö fjörutíu og níu
709343,38205,6,PUNCT,.,.
709500,38216,0,PLAIN,Grindavík,Grindavík
709501,38216,1,PLAIN,tapaði,tapaði
709502,38216,2,PLAIN,með,með
709503,38216,3,PLAIN,einu,einu
709504,38216,4,PLAIN,marki,marki
709505,38216,5,PUNCT,",",","
709506,38216,6,SPORT,1-0,eitt núll
709507,38216,7,PUNCT,",",","
709508,38216,8,PLAIN,en,en
709509,38216,9,PLAIN,markið,markið
709510,38216,10,PLAIN,kom,kom
709511,38216,11,PLAIN,ekki,ekki
709512,38216,12,PLAIN,fyrr,fyrr
709513,38216,13,PLAIN,en,en
709514,38216,14,PLAIN,aðeins,aðeins
709515,38216,15,CARDINAL,4,fjórar
709516,38216,16,PLAIN,mínútur,mínútur
709517,38216,17,PLAIN,voru,voru
709518,38216,18,PLAIN,til,til
709519,38216,19,PLAIN,leiksloka,leiksloka
709520,38216,20,PUNCT,.,.
710439,38265,0,PLAIN,Í,Í
710440,38265,1,PLAIN,Borgarnesi,Borgarnesi
710441,38265,2,PLAIN,sóttu,sóttu
710442,38265,3,PLAIN,Njarðvíkingar,Njarðvíkingar
710443,38265,4,PLAIN,góðan,góðan
710444,38265,5,PLAIN,sigur,sigur
710445,38265,6,PLAIN,á,á
710446,38265,7,PLAIN,Skallagrími,Skallagrími
710447,38265,8,PUNCT,",",","
710448,38265,9,SPORT,96-108,níutíu og sex hundrað og átta
710449,38265,10,PLAIN,en,en
710450,38265,11,PLAIN,Njarðvíkingar,Njarðvíkingar
710451,38265,12,PLAIN,leiddu,leiddu
710452,38265,13,PLAIN,allann,allann
710453,38265,14,PLAIN,leikinn,leikinn
710454,38265,15,PLAIN,og,og
710455,38265,16,PLAIN,höfðu,höfðu
710456,38265,17,CARDINAL,10,tíu
710457,38265,18,PLAIN,til,til
710458,38265,19,CARDINAL,12,tólf
710459,38265,20,PLAIN,stiga,stiga
710460,38265,21,PLAIN,forystu,forystu
710461,38265,22,PLAIN,nánast,nánast
710462,38265,23,PLAIN,frá,frá
710463,38265,24,PLAIN,byrjun,byrjun
710464,38265,25,PLAIN,til,til
710465,38265,26,PLAIN,enda,enda
710466,38265,27,PUNCT,.,.
710679,38276,0,ORDINAL,11.,ellefti
710680,38276,1,PLAIN,þáttur,þáttur
710681,38276,2,PUNCT,-,-
710682,38276,3,DATE,22. nóvember 2013,tuttugasta og annan nóvember tvö þúsund og þrettán
710683,38276,4,SYMB,/,skástrik
710684,38276,5,PLAIN,Reykjanesbær,Reykjanesbær
710685,38276,6,SPORT,105 - 39,hundrað og fimm þrjátíu og níu
710686,38276,7,PLAIN,Garðabær,Garðabær
711075,38299,0,PLAIN,Lokatölur,Lokatölur
711076,38299,1,PLAIN,urðu,urðu
711077,38299,2,SPORT,6-3,sex þrjú
711078,38299,3,PLAIN,fyrir,fyrir
711079,38299,4,PLAIN,Reynismenn,Reynismenn
711080,38299,5,PLAIN,en,en
711081,38299,6,PLAIN,staðan,staðan
711082,38299,7,PLAIN,var,var
711083,38299,8,SPORT,1-1,eitt eitt
711084,38299,9,PLAIN,í,í
711085,38299,10,PLAIN,hálfleik,hálfleik
711086,38299,11,PUNCT,.,.
714066,38466,0,PLAIN,voru,voru
714067,38466,1,PLAIN,eftir,eftir
714068,38466,2,PLAIN,var,var
714069,38466,3,PLAIN,jafnt,jafnt
714070,38466,4,SPORT,92-92,níutíu og tvö níutíu og tvö
714071,38466,5,PUNCT,.,.
714932,38512,0,PLAIN,Eiður,Eiður
714933,38512,1,PLAIN,skoraði,skoraði
714934,38512,2,PLAIN,einnig,einnig
714935,38512,3,PLAIN,mark,mark
714936,38512,4,PLAIN,gegn,gegn
714937,38512,5,PLAIN,Fulham,Fulham
714938,38512,6,PLAIN,í,í
714939,38512,7,LETTERS,FA,F A
714940,38512,8,PLAIN,Cup,Cup
714941,38512,9,PLAIN,en,en
714942,38512,10,PLAIN,sá,sá
714943,38512,11,PLAIN,leikur,leikur
714944,38512,12,PLAIN,endaði,endaði
714945,38512,13,SPORT,3-1,þrjú eitt
714946,38512,14,PLAIN,fyrir,fyrir
714947,38512,15,PLAIN,Tottenham,Tottenham
714948,38512,16,PUNCT,.,.
716841,38627,0,PLAIN,Keflavík,Keflavík
716842,38627,1,PLAIN,sigraði,sigraði
716843,38627,2,SPORT,6-5,sex fimm
716844,38627,3,PLAIN,en,en
716845,38627,4,PLAIN,sigurmarkið,sigurmarkið
716846,38627,5,PLAIN,kom,kom
716847,38627,6,PLAIN,þegar,þegar
716848,38627,7,PLAIN,innan,innan
716849,38627,8,PLAIN,við,við
716850,38627,9,PLAIN,mínúta,mínúta
716851,38627,10,PLAIN,var,var
716852,38627,11,PLAIN,eftir,eftir
716853,38627,12,PUNCT,.,.
717350,38654,0,PLAIN,Lokastaða,Lokastaða
717351,38654,1,PLAIN,kvöldsins,kvöldsins
717352,38654,2,SPORT,73:62,sjötíu og þrjú sextíu og tvö
717353,38654,3,PLAIN,segir,segir
717354,38654,4,PLAIN,lítið,lítið
717355,38654,5,PLAIN,um,um
717356,38654,6,PLAIN,gang,gang
717357,38654,7,PLAIN,leiksins,leiksins
717358,38654,8,PLAIN,því,því
717359,38654,9,PLAIN,Haukar,Haukar
717360,38654,10,PLAIN,voru,voru
717361,38654,11,PLAIN,yfir,yfir
717362,38654,12,PLAIN,nánast,nánast
717363,38654,13,PLAIN,allan,allan
717364,38654,14,PLAIN,leikinn,leikinn
717365,38654,15,PLAIN,og,og
717366,38654,16,PLAIN,leikurinn,leikurinn
717367,38654,17,PLAIN,hnífjafn,hnífjafn
717368,38654,18,PLAIN,fram,fram
717369,38654,19,PLAIN,á,á
717370,38654,20,PLAIN,síðustu,síðustu
717371,38654,21,CARDINAL,2,tvær
717372,38654,22,PLAIN,mínútur,mínútur
717373,38654,23,PLAIN,leiksins,leiksins
717374,38654,24,PLAIN,en,en
717375,38654,25,PLAIN,þá,þá
717376,38654,26,PLAIN,virtust,virtust
717377,38654,27,PLAIN,Haukar,Haukar
717378,38654,28,PLAIN,fara,fara
717379,38654,29,PLAIN,í,í
717380,38654,30,PLAIN,lás,lás
717381,38654,31,PLAIN,og,og
717382,38654,32,PLAIN,Keflavík,Keflavík
717383,38654,33,PLAIN,kláraði,kláraði
717384,38654,34,PLAIN,leikinn,leikinn
717385,38654,35,PUNCT,.,.
718252,38700,0,PLAIN,Grindavík,Grindavík
718253,38700,1,PUNCT,:,:
718254,38700,2,PLAIN,Þorleifur,Þorleifur
718255,38700,3,PLAIN,Ólafsson,Ólafsson
718256,38700,4,CARDINAL,17,sautján
718257,38700,5,PUNCT,",",","
718258,38700,6,PLAIN,Giordan,Giordan
718259,38700,7,PLAIN,Watson,Watson
718260,38700,8,SPORT,17/5,sautján <sil> fimm
718261,38700,9,PLAIN,fráköst,fráköst
718262,38700,10,SYMB,/,skástrik
718263,38700,11,CARDINAL,9,níu
718264,38700,12,PLAIN,stoðsendingar,stoðsendingar
718265,38700,13,PUNCT,",",","
718266,38700,14,PLAIN,J'Nathan,J'Nathan
718267,38700,15,PLAIN,Bullock,Bullock
718268,38700,16,SPORT,13/7,þrettán <sil> sjö
718269,38700,17,PLAIN,fráköst,fráköst
718270,38700,18,PUNCT,",",","
718271,38700,19,PLAIN,Páll,Páll
718272,38700,20,PLAIN,Axel,Axel
718273,38700,21,PLAIN,Vilbergsson,Vilbergsson
718274,38700,22,SPORT,13/4,þrettán <sil> fjögur
718275,38700,23,PLAIN,fráköst,fráköst
718276,38700,24,PUNCT,",",","
